event_id,user_id,amount,channel
309,2704,25.56,app
310,2672,17.23,web
311,585,105.42,app
312,511,20.01,web
313,969,77.17,app
314,3159,142.82,web
315,1066,84.65,app
316,1692,206.0,web
317,514,266.53,pos
318,735,43.6,app
319,2666,102.1,app
320,3033,120.97,pos
321,3463,66.93,app
322,2217,59.95,app
323,1109,213.33,app
324,1753,111.68,web
325,625,52.62,app
326,963,135.49,web
327,1925,90.49,web
328,3125,131.01,web
329,1036,44.14,web
330,1461,71.72,app
331,151,9.36,web
332,173,51.24,web
333,2185,293.47,pos
334,3861,151.69,web
335,2301,38.07,web
336,122,88.33,pos
337,2295,335.44,pos
338,482,32.29,app
339,2768,35.49,web
340,1863,5.61,app
341,1454,64.69,web
342,832,151.25,web
343,704,74.86,app
344,1341,35.62,web
345,1800,55.54,web
346,2270,61.09,app
347,2756,174.5,app
348,3831,144.41,web
349,130,71.3,app
350,3745,222.05,app
351,2245,135.18,app
352,296,21.33,web
353,3467,41.95,web
354,3413,35.6,pos
355,1153,203.85,web
356,672,126.18,web
357,1203,58.0,web
358,3245,28.56,app
359,3674,61.76,web
360,1186,34.76,app
361,1901,187.12,app
362,2871,160.71,app
363,721,28.48,app
364,2875,84.14,web
365,901,185.84,pos
366,3402,22.26,pos
367,534,49.62,web
368,3918,77.24,web
369,2883,55.14,web
370,1102,14.69,app
371,3226,79.71,web
372,2513,143.49,web
373,1904,141.82,app
374,2957,195.18,web
375,2757,121.73,app
376,319,81.96,web
377,919,70.35,app
378,2652,120.13,web
379,1622,43.82,app
380,1286,15.07,app
381,2181,17.34,app
382,646,86.27,app
383,3929,107.51,web
384,2198,51.75,web
385,28,74.26,pos
386,1848,41.41,app
387,2976,18.57,web
388,2308,96.14,web
389,2038,130.5,app
390,2568,294.06,web
391,102,82.03,pos
392,1995,56.31,web
393,1610,101.01,app
394,3620,151.78,app
395,2334,100.56,web
396,712,105.81,web
397,3413,28.48,app
398,1155,50.61,app
399,3983,20.36,web
400,1425,22.5,web
401,3393,106.47,web
402,3097,13.75,web
403,2890,54.37,app
404,2608,147.85,web
405,90,100.26,app
406,826,178.32,web
407,3493,46.59,app
408,2978,64.39,web
409,1849,60.97,app
410,3086,172.18,app
411,2627,83.46,web
412,3081,11.24,web
413,2133,24.6,web
414,314,14.42,app
415,1632,116.91,web
416,849,44.8,app
417,3450,15.46,pos
418,3581,143.06,app
419,812,176.11,pos
420,3517,137.13,app
421,1318,91.85,web
422,823,150.84,web
423,1089,85.47,web
424,2205,23.67,app
425,958,5.56,app
426,1051,130.26,web
427,2797,86.35,web
428,1665,68.43,app
429,2789,145.16,web
430,84,21.34,web
431,391,156.38,app
432,1127,164.55,web
433,1448,55.32,web
434,1083,169.06,pos
435,1582,20.24,web
436,3676,38.31,app
437,1840,27.89,web
438,2352,40.29,web
439,3157,38.0,web
440,710,54.0,app
441,577,76.61,web
442,1710,57.28,pos
443,2486,72.09,web
444,1972,130.21,pos
445,479,72.56,app
446,2549,53.48,pos
447,3696,71.92,pos
448,2130,179.35,app
449,3593,85.57,pos
450,1684,235.47,web
451,1601,73.67,pos
452,1243,51.99,web
453,2081,8.92,app
454,2300,122.93,app
455,423,9.14,web
456,3903,60.35,web
457,613,7.42,pos
458,2212,157.08,app
459,1242,147.75,app
460,3548,69.77,pos
461,2576,113.95,app
462,62,48.43,pos
463,110,22.44,app
464,813,14.23,web
465,3282,62.53,web
466,3459,56.65,web
467,2204,72.18,app
468,2278,28.15,web
469,2587,23.03,app
470,1950,149.97,app
471,2043,81.08,pos
472,1475,108.1,pos
473,1962,62.67,app
474,1181,66.16,web
475,2991,65.93,app
476,2715,107.78,app
477,2867,66.25,app
478,1463,134.94,app
479,1582,34.59,web
480,1741,17.03,app
481,2410,49.67,app
482,3107,144.56,app
483,36,87.42,web
484,3784,13.71,web
485,3448,104.06,pos
486,3974,60.89,app
487,1111,17.6,app
488,1940,111.14,app
489,2186,34.05,web
490,553,104.78,app
491,1429,68.32,app
492,100,39.26,app
493,477,43.78,web
494,1979,13.36,app
495,1264,77.32,web
496,306,60.99,app
497,3342,58.55,app
498,471,57.79,app
499,927,70.33,pos
500,940,36.72,web
501,2066,13.3,app
502,3967,73.92,web
503,113,119.61,app
504,649,131.28,app
505,1332,120.48,app
506,441,75.14,app
507,30,74.56,web
508,3663,28.18,web
509,895,25.67,pos
510,2488,127.57,pos
511,3537,101.11,web
512,2959,23.26,app
513,170,102.79,app
514,1419,70.49,web
515,201,37.0,app
516,3735,98.92,web
517,1854,42.1,pos
518,3904,90.74,pos
519,1603,79.41,app
520,2234,19.36,web
521,252,54.24,pos
522,3947,94.31,app
523,3432,147.91,web
524,2023,73.68,app
525,929,131.31,pos
526,1759,28.21,pos
527,1747,102.73,web
528,3141,46.03,pos
529,1192,140.75,pos
530,2577,158.17,web
531,3239,235.4,web
532,802,192.47,web
533,3108,53.32,web
534,2060,6.36,app
535,817,98.05,web
536,66,87.74,app
537,3536,208.35,web
538,3502,59.89,app
539,253,74.04,web
540,2170,70.86,pos
541,374,137.19,web
542,185,99.24,app
543,231,71.36,web
544,3751,115.77,app
545,2028,171.3,pos
546,3997,35.71,web
547,3088,15.22,pos
548,2949,69.21,app
549,428,45.39,web
550,1725,10.89,web
551,2253,108.99,web
552,2366,139.01,web
553,555,102.13,pos
554,41,39.9,app
555,2452,150.09,web
556,434,10.73,app
557,3746,24.43,web
558,1324,172.24,web
559,3709,101.48,web
560,1645,130.28,web
561,1691,138.65,web
562,3024,96.87,web
563,3599,23.71,app
564,683,49.67,app
565,1771,52.18,app
566,465,41.22,pos
567,2800,105.65,pos
568,2790,76.58,web
569,567,149.46,pos
570,3552,43.77,web
571,3921,108.97,web
572,3518,146.63,web
573,3210,9.45,pos
574,2967,79.76,pos
575,1115,217.25,web
576,3934,1.99,web
577,1229,29.82,web
578,2088,68.22,app
579,2812,38.47,pos
580,3098,79.19,app
581,1304,82.97,web
582,1669,125.87,app
583,1901,74.6,pos
584,1413,183.83,web
585,1309,75.68,web
586,3643,31.25,app
587,969,35.07,web
588,1723,43.22,pos
589,596,194.78,app
590,2986,32.17,web
591,3222,47.31,app
592,1988,87.75,web
593,248,62.34,web
594,449,125.13,web
595,1014,35.38,pos
596,508,72.06,pos
597,902,58.02,app
598,2040,48.4,web
599,2336,22.41,web
600,2831,146.9,app
601,3731,45.41,pos
602,2970,33.69,web
603,1895,51.59,app
604,1343,11.14,app
605,3479,30.31,app
606,37,125.7,web
607,2924,39.37,pos
608,2133,169.93,web
609,1969,30.4,web
610,759,13.69,web
611,1138,179.06,pos
612,1281,21.29,web
613,166,13.19,app
614,2266,41.52,web
615,2277,152.89,web
616,1567,107.89,web
617,3604,53.98,app
618,1836,112.6,web
619,290,18.19,app
620,202,9.69,app
621,1471,39.7,app
622,732,49.41,web
623,3445,70.44,app
624,3367,47.62,web
625,3854,89.28,web
626,2048,166.72,web
627,1954,64.65,web
628,3540,63.84,web
629,2544,118.22,web
630,3429,57.64,web
631,780,50.46,app
632,773,75.66,app
633,226,37.41,pos
634,1598,8.6,pos
635,3153,134.53,web
636,2103,143.04,pos
637,2194,40.21,app
638,390,223.03,app
639,510,66.69,pos
640,342,78.69,app
641,1470,122.35,web
642,3366,52.91,web
643,2959,27.35,web
644,3307,90.18,pos
645,1191,11.8,app
646,1533,51.27,web
647,3835,32.35,app
648,2826,66.86,app
649,2757,100.33,web
650,2072,146.53,pos
651,425,48.37,web
652,2990,129.93,web
653,1479,46.03,pos
654,1261,152.91,app
655,2895,21.78,web
656,1896,190.55,pos
657,676,145.12,app
658,3571,114.73,web
659,1579,53.59,web
660,3266,40.7,app
661,1623,124.59,app
662,1240,29.9,web
663,3208,158.52,pos
664,3527,105.65,app
665,1256,346.42,web
666,1595,103.89,web
667,2212,32.41,pos
668,2729,73.7,app
669,2008,45.53,app
670,2846,5.78,app
671,3310,87.91,web
672,1607,39.21,pos
673,3386,65.21,app
674,3308,140.05,app
675,3910,56.05,app
676,1861,84.78,web
677,3383,71.51,web
678,3842,66.3,web
679,3763,219.34,pos
680,3746,46.57,web
681,1565,314.91,app
682,3601,73.52,app
683,1747,119.7,app
684,3633,55.49,pos
685,3238,35.07,web
686,589,132.29,web
687,512,194.72,app
688,2593,201.05,pos
689,982,186.5,app
690,2964,129.26,app
691,3123,112.0,web
692,2115,120.36,app
693,3114,14.03,app
694,2117,20.92,app
695,2279,20.76,web
696,806,71.34,web
697,2346,83.7,web
698,643,76.53,web
699,2481,29.72,web
700,3132,61.85,app
701,3069,48.84,app
702,599,118.08,web
703,3156,45.92,pos
704,2913,8.99,web
705,596,114.23,pos
706,309,128.48,web
707,2604,9.16,web
708,1649,65.72,pos
709,1993,81.29,web
710,97,49.17,app
711,955,180.41,pos
712,2641,175.81,app
713,2531,49.6,app
714,1172,68.37,pos
715,1369,401.93,web
716,1871,85.38,pos
717,1361,153.55,web
718,1146,29.24,web
719,1253,84.97,web
720,2063,136.93,app
721,2218,64.88,app
722,2630,40.22,app
723,997,207.27,web
724,668,26.25,web
725,1255,83.79,app
726,3108,112.1,web
727,3345,74.02,pos
728,3130,38.7,web
729,1568,41.67,web
730,3768,72.15,web
731,2285,35.6,web
732,1523,259.02,web
733,2335,129.39,app
734,3492,186.15,app
735,1737,53.44,app
736,375,138.19,app
737,1227,35.7,app
738,3975,110.94,web
739,1858,155.97,app
740,849,19.13,app
741,3525,42.43,web
742,1496,116.97,pos
743,1280,12.93,web
744,374,258.98,web
745,3784,83.78,web
746,3340,55.43,web
747,1556,69.68,app
748,1944,67.17,web
749,1017,83.1,app
750,3849,39.35,app
751,3676,90.4,web
752,579,166.27,app
753,971,101.91,web
754,3567,37.51,web
755,873,156.86,web
756,1438,77.29,app
757,3234,72.82,web
758,945,132.17,app
759,3384,30.02,app
760,2628,24.55,pos
761,744,107.85,web
762,121,40.92,app
763,688,80.82,pos
764,2102,164.47,pos
765,3839,184.76,web
766,1894,123.03,app
767,514,68.47,app
768,194,52.72,web
769,750,111.46,app
770,1737,39.64,app
771,1767,160.14,app
772,1220,75.19,app
773,2486,93.28,web
774,995,134.0,web
775,1020,25.13,app
776,3721,30.73,web
777,2137,223.57,app
778,2393,107.88,web
779,2289,28.15,web
780,617,170.53,web
781,2328,110.93,pos
782,3028,24.89,pos
783,170,398.46,app
784,1478,36.16,web
785,1116,63.57,web
786,2395,89.31,web
787,3624,69.88,pos
788,1520,252.1,web
789,261,29.94,app
790,2554,48.43,pos
791,1239,107.98,app
792,2728,109.42,web
793,561,48.16,web
794,1134,31.65,app
795,1553,95.07,app
796,3324,73.52,web
797,2201,106.03,web
798,2472,139.44,app
799,2821,32.84,app
800,2421,132.79,web
801,3531,33.37,app
802,872,46.55,web
803,2551,168.4,app
804,1016,80.87,pos
805,2228,50.81,web
806,1582,137.85,app
807,3671,104.21,web
808,136,182.12,web
809,2197,97.71,web
810,219,165.16,web
811,1458,85.91,web
812,2651,94.02,web
813,954,197.61,app
814,1266,38.56,app
815,2702,196.78,web
816,2881,52.31,app
817,2585,7.15,web
818,300,125.34,web
819,1354,19.92,web
820,2960,72.69,web
821,3453,167.11,web
822,857,60.12,app
823,1580,101.45,web
824,3478,134.86,app
825,498,116.73,app
826,3626,68.43,web
827,1506,35.95,web
828,2757,152.48,app
829,1760,34.15,pos
830,1577,35.23,web
831,1503,197.89,app
832,103,71.06,app
833,3641,105.89,pos
834,3044,52.98,web
835,3692,180.66,web
836,2251,77.56,web
837,3843,82.14,app
838,330,113.34,web
839,1432,84.21,web
840,2283,41.62,app
841,1920,69.26,web
842,25,54.63,pos
843,409,34.63,app
844,1806,384.16,pos
845,3308,119.51,web
846,2453,26.78,web
847,1146,453.8,app
848,3210,9.18,app
849,3556,72.89,web
850,1163,87.47,app
851,3675,31.35,app
852,928,98.9,web
853,2306,33.07,web
854,1325,185.79,web
855,2877,61.92,web
856,237,144.16,app
857,215,158.24,pos
858,3726,68.73,web
859,708,78.17,web
860,3522,67.69,web
861,2670,80.07,web
862,2408,77.01,web
863,2905,171.18,web
864,299,11.58,pos
865,203,85.67,app
866,335,30.61,web
867,82,169.44,app
868,3728,60.38,web
869,1790,60.39,app
870,500,168.36,pos
871,1263,29.19,pos
872,583,66.46,web
873,3617,27.23,app
874,3142,25.21,web
875,30,44.41,web
876,1206,90.94,pos
877,2626,22.23,web
878,1646,175.73,web
879,895,46.75,web
880,1640,136.07,app
881,1705,39.68,app
882,2800,20.1,app
883,2217,33.17,web
884,1889,33.14,app
885,2458,106.01,web
886,3249,134.93,web
887,370,58.68,web
888,1984,20.04,web
889,3026,44.12,app
890,1162,51.14,pos
891,3469,78.57,web
892,779,43.53,web
893,139,85.24,web
894,3020,38.56,web
895,3055,81.28,web
896,878,133.52,web
897,3975,19.28,app
898,2436,158.74,web
899,145,123.54,pos
900,2406,100.9,app
901,1396,112.36,web
902,3853,31.01,app
903,1099,144.81,web
904,359,97.14,web
905,3505,288.96,web
906,830,101.41,app
907,1312,47.96,app
908,2646,50.4,app
909,1313,168.4,web
910,1324,115.22,web
911,1981,48.02,web
912,515,92.91,web
913,2169,92.24,app
914,3581,44.13,web
915,3973,68.71,web
916,2926,51.93,web
917,2375,36.64,app
918,890,52.64,app
919,3490,44.15,web
920,381,51.26,web
921,2841,7.97,web
922,3369,183.25,pos
923,1857,8.62,pos
924,2280,98.04,web
925,3245,53.73,pos
926,3718,37.82,app
927,132,35.07,web
928,2069,35.48,web
929,1640,33.98,pos
930,924,65.09,web
931,3459,90.76,pos
932,535,62.63,web
933,1344,30.34,web
934,1672,50.02,web
935,908,249.57,app
936,2736,34.58,pos
937,2559,246.82,app
938,18,166.04,pos
939,623,120.31,web
940,1582,210.24,web
941,3520,35.72,web
942,1615,77.66,pos
943,1702,82.98,web
944,2684,68.18,web
945,3153,32.67,app
946,780,128.58,web
947,2680,116.88,web
948,3504,47.53,pos
949,3558,21.77,app
950,1301,20.77,web
951,3075,41.54,app
952,3307,52.71,app
953,612,115.22,web
954,3310,53.61,app
955,3707,32.06,pos
956,3539,31.23,app
957,3485,47.7,web
958,1036,30.71,app
959,1993,24.19,web
960,3359,48.44,web
961,355,48.77,web
962,922,17.85,web
963,831,153.27,pos
964,1598,98.9,web
965,460,169.33,pos
966,711,46.59,pos
967,3941,161.68,pos
968,1937,65.92,web
969,3262,106.93,web
970,301,18.06,web
971,201,46.13,app
972,3827,89.14,app
973,3845,82.61,app
974,52,104.97,pos
975,977,223.42,app
976,1986,112.14,web
977,2569,88.61,web
978,3352,128.18,app
979,40,129.69,app
980,530,42.91,pos
981,89,125.17,web
982,2388,28.69,app
983,2162,4.87,app
984,2124,114.84,web
985,806,94.01,web
986,3030,39.38,web
987,3655,121.01,app
988,2794,45.3,web
989,3938,165.78,web
990,3300,81.53,app
991,336,48.32,app
992,3173,73.35,app
993,2473,221.75,app
994,2331,25.55,web
995,803,98.92,app
996,1400,22.19,app
997,1425,91.63,web
998,430,145.73,web
999,1335,79.54,web
1000,656,105.22,web
1001,1821,21.93,web
1002,3484,30.68,app
1003,2972,100.81,web
1004,1066,144.28,pos
1005,2331,145.13,web
1006,3576,26.15,web
1007,3797,130.99,app
1008,1225,29.93,pos
1009,1231,159.71,app
1010,229,74.84,app
1011,3066,47.24,web
1012,1160,64.81,app
1013,1426,180.54,web
1014,1539,70.47,web
1015,395,116.27,pos
1016,415,60.02,web
1017,2328,80.37,app
1018,1719,55.53,web
1019,1316,19.58,web
1020,3191,65.72,web
1021,864,26.05,web
1022,1655,75.81,web
1023,1263,23.98,pos
1024,1975,315.76,web
1025,528,39.79,pos
1026,3995,97.75,web
1027,1173,42.43,web
1028,862,39.31,web
1029,2797,115.56,pos
1030,2176,237.25,web
1031,2979,70.32,pos
1032,3951,72.21,web
1033,2787,141.85,app
1034,1983,66.38,app
1035,1290,92.21,pos
1036,2366,162.5,web
1037,3644,64.74,app
1038,2187,24.62,web
1039,2210,130.06,web
1040,461,25.53,web
1041,1757,371.91,web
1042,2864,61.66,web
1043,3285,87.41,app
1044,3648,21.21,web
1045,2598,171.59,web
1046,3706,82.68,app
1047,250,96.59,web
1048,2347,152.44,app
1049,1033,24.44,app
1050,1410,93.35,web
1051,3783,112.49,web
1052,2702,86.47,web
1053,1774,87.2,web
1054,3778,68.15,app
1055,1589,58.09,pos
1056,3912,28.36,web
1057,1172,172.82,web
1058,1132,221.32,app
1059,2573,77.52,web
1060,3742,241.04,app
1061,315,95.11,pos
1062,2921,4.1,app
1063,1656,37.79,web
1064,3487,215.6,web
1065,3118,54.03,app
1066,670,48.55,app
1067,2684,32.88,web
1068,3905,46.75,app
1069,594,112.68,web
1070,3014,166.44,app
1071,436,218.34,app
1072,666,58.08,app
1073,1041,51.72,app
1074,2160,108.07,pos
1075,3138,35.06,app
1076,447,129.72,app
1077,158,41.46,web
1078,2898,84.13,pos
1079,1295,146.17,web
1080,2381,164.27,app
1081,1697,137.96,app
1082,2313,47.19,web
1083,1323,206.99,web
1084,3389,70.85,web
1085,463,104.55,app
1086,3079,22.74,pos
1087,1712,27.23,app
1088,367,283.12,pos
1089,3605,55.03,app
1090,3048,158.46,app
1091,616,63.42,web
1092,2166,78.16,web
1093,625,97.06,web
1094,755,96.39,web
1095,1187,50.65,app
1096,1389,38.21,app
1097,3938,44.73,web
1098,2037,112.14,web
1099,1676,95.65,web
1100,3435,75.18,web
1101,151,83.7,web
1102,3527,66.92,pos
1103,147,177.62,app
1104,409,103.07,pos
1105,132,97.31,pos
1106,1769,105.34,app
1107,3916,76.75,pos
1108,3374,68.78,app
1109,286,142.41,app
1110,2409,45.58,app
1111,3751,94.01,app
1112,3420,20.97,app
1113,1127,33.16,pos
1114,2389,10.76,web
1115,1409,151.86,web
1116,892,12.59,app
1117,3529,88.18,web
1118,2011,127.61,web
1119,1901,58.98,app
1120,2061,81.46,app
1121,846,56.65,app
1122,3576,159.65,app
1123,2389,48.24,web
1124,1423,111.47,app
1125,2394,114.76,web
1126,940,91.62,web
1127,1948,14.46,web
1128,2995,121.77,web
1129,3315,104.66,web
1130,1678,82.46,web
1131,2863,47.31,web
1132,1937,98.14,app
1133,311,131.48,app
1134,3906,37.69,app
1135,3477,103.71,pos
1136,2698,212.03,web
1137,206,81.14,web
1138,2687,198.07,web
1139,952,70.1,web
1140,3735,167.09,web
1141,358,65.29,app
1142,2865,157.99,web
1143,1565,110.22,web
1144,3819,187.09,pos
1145,3131,20.14,web
1146,2533,43.35,web
1147,2082,23.6,app
1148,2350,54.2,web
1149,2449,86.43,web
1150,1137,49.54,app
1151,2142,62.42,app
1152,923,14.17,web
1153,1100,177.64,pos
1154,2126,89.86,web
1155,2535,38.92,app
1156,237,97.46,pos
1157,3927,191.22,pos
1158,673,42.51,pos
1159,2208,25.17,web
1160,2833,72.44,web
1161,1077,106.25,web
1162,2716,57.67,web
1163,2028,37.52,web
1164,114,78.95,app
1165,3477,48.12,web
1166,653,30.93,web
1167,483,17.5,web
1168,2471,35.14,app
1169,762,40.61,app
1170,1631,206.19,app
1171,140,8.17,app
1172,2356,210.8,web
1173,3502,120.42,pos
1174,515,90.46,app
1175,2293,35.59,pos
1176,3450,44.3,app
1177,856,270.15,app
1178,1036,213.09,web
1179,1837,136.64,app
1180,1498,25.37,app
1181,338,200.6,pos
1182,1798,7.48,web
1183,3662,352.3,app
1184,2371,21.82,web
1185,1273,43.14,pos
1186,3922,6.64,web
1187,353,29.25,app
1188,838,76.15,web
1189,3948,117.96,web
1190,650,72.04,app
1191,3255,123.65,web
1192,582,83.02,pos
1193,894,129.63,web
1194,3099,3.0,pos
1195,2612,40.0,web
1196,1530,116.57,app
1197,1073,36.42,web
1198,3707,76.52,app
1199,1852,118.73,pos
1200,267,27.92,app
1201,3155,60.0,app
1202,2126,174.03,pos
1203,674,52.82,web
1204,3029,89.07,web
1205,2061,99.73,web
1206,2028,105.24,web
1207,3391,57.44,web
1208,1626,21.07,web
1209,170,117.13,app
1210,3246,69.36,web
1211,826,137.9,app
1212,2036,63.48,pos
1213,1723,82.11,app
1214,3626,62.32,app
1215,85,69.18,web
1216,955,97.57,app
1217,1517,157.65,web
1218,2394,160.72,web
1219,869,94.3,web
1220,2538,38.06,web
1221,707,71.58,app
1222,3628,63.6,pos
1223,3743,74.53,web
1224,373,56.4,web
1225,2438,139.21,pos
1226,3223,34.07,app
1227,1409,45.51,web
1228,2734,181.54,app
1229,3201,230.07,web
1230,3442,15.93,web
1231,2331,209.75,app
1232,2435,26.85,web
1233,570,62.21,pos
1234,1815,20.64,app
1235,2897,112.33,app
1236,3185,109.1,pos
1237,1390,52.85,web
1238,1137,3.4,app
1239,2852,77.83,app
1240,222,73.26,pos
1241,854,18.56,web
1242,3000,135.36,pos
1243,2700,61.2,app
1244,3249,167.5,pos
1245,3099,87.57,web
1246,3314,20.75,app
1247,1289,28.12,app
1248,1791,82.93,web
1249,2429,78.44,web
1250,2930,79.77,pos
1251,1508,185.24,web
1252,2854,92.65,app
1253,719,309.32,web
1254,1154,85.46,app
1255,2679,95.48,web
1256,3062,153.82,web
1257,305,237.49,pos
